#RIC,Date-Time,Price,Volume,Numberoftrades,Bidprice,Ask Price,NumberofBid,NumberofAsk,Depth,Spread,,,
AAPL.OQ,2014-07-17T15:00:00.000000000Z,93.64,1408567,9332,93.64,93.65,82506,82506,165012,0.01,,,93.64
AAPL.OQ,2014-07-17T16:00:00.000000000Z,93.555,1560382,9381,93.55,93.56,86386,86386,172772,0.01,,,93.555
AAPL.OQ,2014-07-17T17:00:00.000000000Z,93.53,931376,4764,93.53,93.54,45393,45393,90786,0.01,,,93.53
AAPL.OQ,2014-07-17T18:00:00.000000000Z,93.38,1022455,6387,93.38,93.39,54518,54518,109036,0.01,,,93.38
AAPL.OQ,2014-07-17T19:00:00.000000000Z,93.08,2813729,16972,93.07,93.08,109449,109449,218898,0.01,,,93.08
AAPL.OQ,2014-07-17T20:00:00.000000000Z,93.18,1461964,235,93.15,93.19,831,831,1662,0.04,,,93.18
AAPL.OQ,2014-07-17T21:00:00.000000000Z,93.11,31768,101,93.15,93.29,171,171,342,0.14,,,93.11
AAPL.OQ,2014-07-17T22:00:00.000000000Z,92.87,18876,90,92.86,92.93,133,133,266,0.07,,,92.87
AAPL.OQ,2014-07-17T23:00:00.000000000Z,92.92,23860,90,92.91,92.95,151,151,302,0.04,,,92.92
AAPL.OQ,2014-07-18T08:00:00.000000000Z,93.14,1482,11,92.6,93.14,1470,1470,2940,0.54,,,93.14
AAPL.OQ,2014-07-18T09:00:00.000000000Z,93.1,5,1,93.06,93.14,2,2,4,0.08,,,93.1
AAPL.OQ,2014-07-18T10:00:00.000000000Z,93.45,3216,13,93.45,93.75,627,627,1254,0.3,,,93.45
AAPL.OQ,2014-07-18T11:00:00.000000000Z,93.51,7878,45,93.31,93.54,345,345,690,0.23,,,93.51
AAPL.OQ,2014-07-18T12:00:00.000000000Z,93.49,52463,201,93.45,93.55,411,411,822,0.1,,,93.49
AAPL.OQ,2014-07-18T13:00:00.000000000Z,93.32,4770985,8161,93.31,93.33,65665,65665,131330,0.02,,,93.32
AAPL.OQ,2014-07-18T14:00:00.000000000Z,93.81,1385550,9379,93.8,93.81,79989,79989,159978,0.01,,,93.81
AAPL.OQ,2014-07-18T15:00:00.000000000Z,94.05,1163490,8246,94.04,94.06,65063,65063,130126,0.02,,,94.05
AAPL.OQ,2014-07-18T16:00:00.000000000Z,94.35,809338,5805,94.35,94.36,133868,133868,267736,0.01,,,94.35
AAPL.OQ,2014-07-18T17:00:00.000000000Z,94.42,786772,5437,94.41,94.43,49823,49823,99646,0.02,,,94.42
AAPL.OQ,2014-07-18T18:00:00.000000000Z,94.44,1042490,6606,94.43,94.45,53961,53961,107922,0.02,,,94.44
AAPL.OQ,2014-07-18T19:00:00.000000000Z,94.43,3040138,14602,94.42,94.43,163770,163770,327540,0.01,,,94.43
AAPL.OQ,2014-07-18T20:00:00.000000000Z,94.31,5020710,241,94.28,94.31,546,546,1092,0.03,,,94.31
AAPL.OQ,2014-07-18T21:00:00.000000000Z,94.32,37888,105,94.31,94.34,148,148,296,0.03,,,94.32
AAPL.OQ,2014-07-18T22:00:00.000000000Z,94.35,33828,89,94.35,94.36,238,238,476,0.01,,,94.35
AAPL.OQ,2014-07-18T23:00:00.000000000Z,94.5,7945,23,94.4,94.5,86,86,172,0.1,,,94.5
AAPL.OQ,2014-07-21T08:00:00.000000000Z,95.16,6082,25,95.02,95.16,66,66,132,0.14,,,95.16
AAPL.OQ,2014-07-21T09:00:00.000000000Z,95.1,5721,18,95.17,95.18,105,105,210,0.01,,,95.1
AAPL.OQ,2014-07-21T10:00:00.000000000Z,94.9,19450,26,94.6,95.08,287,287,574,0.48,,,94.9
AAPL.OQ,2014-07-21T11:00:00.000000000Z,95.18,9600,48,94.93,95.19,177,177,354,0.26,,,95.18
AAPL.OQ,2014-07-21T12:00:00.000000000Z,94.65,72372,263,94.64,94.66,798,798,1596,0.02,,,94.65
AAPL.OQ,2014-07-21T13:00:00.000000000Z,94.27,2017071,9719,94.26,94.28,67449,67449,134898,0.02,,,94.27
AAPL.OQ,2014-07-21T14:00:00.000000000Z,93.77,1341571,9341,93.76,93.77,74688,74688,149376,0.01,,,93.77
AAPL.OQ,2014-07-21T15:00:00.000000000Z,94.065,785343,6017,94.06,94.07,71590,71590,143180,0.01,,,94.065
AAPL.OQ,2014-07-21T16:00:00.000000000Z,94.04,515660,3392,94.03,94.04,83424,83424,166848,0.01,,,94.04
AAPL.OQ,2014-07-21T17:00:00.000000000Z,94.25,653416,4495,94.25,94.26,77340,77340,154680,0.01,,,94.25
AAPL.OQ,2014-07-21T18:00:00.000000000Z,94.06,663143,4490,94.06,94.07,87130,87130,174260,0.01,,,94.06
AAPL.OQ,2014-07-21T19:00:00.000000000Z,93.94,1507716,8092,93.94,93.95,119751,119751,239502,0.01,,,93.94
